Item Code,Item Description,Unit,Rate,PCR RATE,FINAL ITEM NUMBER,Technical description   rating & size & & Make & MPN & Type
20674,SMPS OMRON S8FS-C10024 O/P 24VDC 4.5A_100W,NOS.,1030,#N/A,,
21773,SMPS OMRON S8FS-C10024J O/P 24VDC 4.5A_100W,NOS.,975,#N/A,,
21061,SMPS OMRON S8FS-C15024 O/P 24VDC 6.5A_150W,NO.,0,#N/A,,
21774,SMPS OMRON S8FS-C15024J O/P 24VDC 6.5A_150W,NOS.,1575,#N/A,,
24290,SMPS OMRON S8FS-C35024 O/P 24VDC 14.6A_350W,NOS.,3288.6,#N/A,,
21775,SMPS OMRON S8FS-C35024J O/P 24VDC 14.6A_350W,NOS.,3326,#N/A,,
29715,SMPS OMRON S8VK-C12024 O/P 24VDC 5A_120W,NOS.,3000,#N/A,,
31498,SMPS OMRON S8VK-C24024 O/P 24VDC 10A_240W,NOS.,4500,#N/A,,
32931,SMPS OMRON S8VK-T12024 O/P 24VDC 5A_120W,NOS.,9650,#N/A,,
24835,SMPS PHOENIX 2866268 I/P 85-264VAC 1 PH O/P 24V DC  2.5A,NOS.,4607.26,#N/A,,
24834,SMPS PHOENIX 2866459 I/P 320-575VAC 3 PH O/P 24V DC  10A,NOS.,12905.5,#N/A,,
32306,SMPS PHOENIX 2866750 I/P 85-264VAC 1 PH O/P 24V DC  5A,NOS.,13120,#N/A,,
9408,SMPS Power supply 20A I/P=415 O/p=24VDC 3Ph 536417,NOS.,7786,#N/A,,
17045,SMPS Siemens 6EP0133X-1AA000AA        ,NO.,0,#N/A,,
17801,SMPS UNIT GJDE 80/1200 SMKR-DC,NO.,0,#N/A,,
31946,SMPS UNIT GJDE80/1200 SMARTKRAT2 WITH MK-4 CONTROLLER,NOS.,2929248.53,#N/A,,
29345,SMPS UNIT GJDE80/1200 SMKT-DC WITH ADDITIONAL GROUNDING SWITCH (SS),NOS.,2750367.44,#N/A,,
31172,SMPS UNIT GJDE80/1200 SMKT-DC WITHOUT OIL,NOS.,2191943.91,#N/A,,
24470,SMPS UNIT GJDE80/1600 SMKT-DC,NOS.,2171160,#N/A,,
23616,SMPS UNIT GJDE80/1600 SMKT-DC WITH ADDITIONAL GROUNDING S/W IP-56,NOS.,2521696.28,#N/A,,
18386,SMPS UNIT GJDE80/1600 SMKT-DC WITH ADDITIONAL GROUNDING SWITCH,NOS.,2247022.42,#N/A,,
31171,SMPS UNIT GJDE80/1600 SMKT-DC WITHOUT OIL,NOS.,2235231.41,#N/A,,
32853,SMPS UNIT GJDE80/400 SMARTKRAT2 WITH MK-4 CONTROLLER,NOS.,2459653.99,#N/A,,
24048,SMPS UNIT GJDE80/400 SMKT-DC WITH ADDITIONAL GROUNDING SWITCH (415V@50HZ),NOS.,1765607.68,#N/A,,
24912,SMPS UNIT GJDE80/400 SMKT-DC WITH ADDITIONAL GROUNING SWITCH (SS),NOS.,1808723.27,#N/A,,
33495,SO PLINTH-FOR TS ENCLOSURES WIDTH 600X100  8601.600,NOS.,2542.5,#N/A,,
11655,Socket for Isolation Finder Type 90.21 SMA 11 pin,NOS.,240,#N/A,,
32020,Socket Head Cap Screw / Allen Bolt / Size M12 x 20mm,NOS.,15,#N/A,,
11671,Socket Omron P3G-08 for Back Connecting,NOS.,370,#N/A,,
20598,Software develop. charges for Data Power ver. 1.0.1,NO.,0,#N/A,,
18265,Software develop. charges Powercharge with Alarm Ver. 5.0.3,NO.,0,#N/A,,
16825,Software developement as per doc. 8109-PLC-M01,SET,0,#N/A,,
28670,Software developement charges for Siemens PLC model  LOGO,NOS.,2000,#N/A,,
22491,SOFTWARE DEVELOPEMENT for S7/300 PLC System for NPCL,NO.,0,#N/A,,
35171,SOFTWARE DEVELOPMENT & TESTING (ESP-1),NOS.,214500,#N/A,,
35172,SOFTWARE DEVELOPMENT & TESTING (ESP-2),NOS.,65000,#N/A,,
19585,Solenoid valve  Festo  VZWM-L-M22C-G34-F4  Part no. 546149,NOS.,4516.585,#N/A,,
19586,Solenoid valve coil  Esto MD-2-24VDC-PA  Part no.549903,NOS.,747.84,#N/A,,
19588,Solenoid valve mounting socket  Festo HRM-3  Part no.- 9771,NO.,0,#N/A,,
11656,Space heater 100 W type 04007.0-00 Make - Stego,NOS.,3660.927,#N/A,,
28932,Space heater Rittal SK3105.330 23-30 W   110 V - 240 V  1~  50 Hz/60 Hz,NOS.,27850,#N/A,,
11651,Space Heater Thermostat Part No. 01159.0-00 - Make STEGO,NOS.,1170,#N/A,,
31311,Space Heater Thermostat Part No. 11100.0-02 - Make STEGO,NOS.,1437,#N/A,,
916,Switch Ethernet DLINK 8 Port                                                                        ,NOS.,1750,#N/A,,
26201,Switch Ethernet Netgear 8Port   GS108PE         ,NOS.,4990,#N/A,,
16365,Switch Ethernet NETGEAR make 16 port JFS 516,NO.,0,#N/A,,
23418,Switch Ethernet Phoenix SFNB 5TX- 2891001 5 PORT 24VDC,NOS.,4224.8,#N/A,,
32541,Switch Ethernet SCALANCE 6GK5005-0BA00-1AB2 5 PORT,NOS.,8400,#N/A,,
14804,Switch kaycee   3Pole 2 way with OFF  SC1037B,NO.,0,#N/A,,
2342,Switch KAYCEE 1S16B 2 Way/No OFF 2PosSP                                                             ,NOS.,165,#N/A,,
17883,Switch KAYCEE 2 Pole   2 Way   Auto Manual S/w,NOS.,144,#N/A,,
15751,Switch KAYCEE 2S26B0 2P 10A ON OFF CAM Switch,NOS.,175.08,#N/A,,
19500,Switch Kaycee 300A 2Pole 3 way DC switch- C3025C,NO.,0,#N/A,,
1524,Switch Kaycee K3B033004                                                                             ,NOS.,110,#N/A,,
12283,Switch Kaycee make 25A with 2 electricle ways & key locking.,NO.,0,#N/A,,
4941,Teflon thread Loctite 55   (150Mtr),NOS.,1032,#N/A,,
9729,Teknik Make  2AK2-3PSR 3Position Spring return Selector Sw.+C.key lock,NOS.,198.9,#N/A,,
17549,TELESCOPIC RAIL BDC-905_550mm_BOSE BIG,SET,0,#N/A,,
17096,TELESCOPIC RAIL BDC-905_600mm_BOSE BIG,SET,1057.852,#N/A,,
19720,TELESCOPIC RAIL BDC-905_700mm_BOSE BIG,SET,0,#N/A,,
21289,Tem. transmitter cum indicator TC 96 Radix,NO.,0,#N/A,,
19489,Temeprature cutout R23-V-080-05 A324C Microtherm,NOS.,110,#N/A,,
23427,Temp .cutout Elmwood 2455R 100 077,NOS.,827.09,#N/A,,
31114,TEMP .CUTOUT ELMWOOD 2455R 100 86,NOS.,1280.49,#N/A,,
15277,Temp .cutout Microtherm R25-A-090-03-111B14H131 90 DEG,NO.,0,#N/A,,
31344,Temp. cutout Microtherm 120 °C NC type R25A120-05-E111B14H131,NOS.,310,#N/A,,
31345,Temp. cutout Microtherm 135 °C NC type R25A-135-05E111B14H131,NOS.,310,#N/A,,
32011,Temp. cutout Microtherm 150 °C NC type .R25A 150 05 E111 B14 H131,NOS.,310,#N/A,,
27557,Temp. Cutout Microtherm R25 A 050 03 E111 B14 H131,NOS.,125,#N/A,,
19488,Temp. cutout Microtherm R25-A-065-03-111B14H131,NOS.,110,#N/A,,
15037,Temp. Cutout Microtherm R25-A-095-03-111B14H131,NOS.,73.262,#N/A,,
15704,Temp. Cutout Microtherm R25-A-110-03-111B14H131,NOS.,313.333,#N/A,,
15278,Temp.Cutout Microtherm R25-A-080-03-111B14H131 80 DEG,NOS.,82,#N/A,,
19566,Tempearute Cutout  Make PEPI  JCA-90  90Deg.,NOS.,38,#N/A,,
28330,Temperature Controller EAPL  H3TX-Ua V2.0,NOS.,1559.4,#N/A,,
18733,temperature controller EAPL make TX7-UA,NOS.,1600,#N/A,,
31554,Temperature Controller Rishabh RE 96 Input: RTD Sensors: PT100 PT1000,NOS.,1767,#N/A,,
25090,Temperature controller Selec TC513BX,NOS.,1425.2,#N/A,,
9576,TEMPERATURE CONTROLLER SELECTRON TC513AX,NO.,0,#N/A,,
19852,Temperature cutout  Make PEPI  FC-P2D-60  60deg,NOS.,50,#N/A,,
28673,Temperature Cutout  Make- PEPI  FC-P2D-70  70Deg.,NOS.,48,#N/A,,
3421,Temperature Cutout  Make- PEPI  P-JCA-120  120Deg.,NOS.,44.5,#N/A,,
17360,Temperature Cutout  Make- PEPI  P-JCA-130  130Deg.,NOS.,41.93,#N/A,,
14912,Temperature Cutout Asavari SN8100C NC Type,NOS.,50,#N/A,,
4170,Temperature Cutout Asavari SN8110C NC Type,NO.,0,#N/A,,
14740,Temperature Cutout Asavari SN8120C NC Type,NOS.,50,#N/A,,
2467,Temperature Cutout Asavari SN865C NC Type,NOS.,51.98,#N/A,,
3850,Temperature Cutout Asavari SN880C NC Type,NOS.,55,#N/A,,
12121,Temperature Cutout Asavari SN885C NO Type,NOS.,50,#N/A,,
2468,Temperature Cutout Asavari SN895C NC Type                                                           ,NO.,0,#N/A,,
2469,Temperature Cutout Asavari SN895C NO Type                                                           ,NOS.,50.16,#N/A,,
1279,Temperature Cutout ITD60                                                                            ,NOS.,58,#N/A,,
1280,Temperature Cutout ITD95                                                                            ,NOS.,82,#N/A,,
7575,Temperature Cutout Microtherm T12A09005L310U250 95Deg NC,NOS.,46.33,#N/A,,
14918,Temperature cutout MIKRON   120 degcel  L20   NC TYPE,NO.,0,#N/A,,
2465,Temperature Cutout Portex ISQB110C                                                                  ,NOS.,55,#N/A,,
2380,Temperature Cutout Portex ISQB60,NOS.,55,#N/A,,
3719,Temperature Cutout Portex ISQB95C NO Type         ,NOS.,75,#N/A,,
3420,Temperature Cutout Texas 7AM027 100Deg,NOS.,30,#N/A,,
4978,Temperature Cutout Texas 80Deg,NOS.,30,#N/A,,
18987,Temperature Gauge,NO.,0,#N/A,,
31153,Temperature Indicator Scanner PECON TR7576,NOS.,7750,#N/A,,
7386,Temperature Indicator Scanner PECON TR7576 with 5Mtr Cable,NOS.,12500,#N/A,,
9297,Temperature Indicator Scanner PECON TR7576C,NO.,0,#N/A,,
8484,Temperature Indicator Scientific Controls 0 to 150 Deg C-2031HX,NOS.,6480,#N/A,,
9647,TEMPERATURE INDICATOR/ SCANNER TR-7578C PECON MAKE,NO.,0,#N/A,,
12718,Temperature Scanner S216101 16 Channel,NO.,0,#N/A,,
20344,Temperature scanner SMART-A108   8 Channel,NO.,0,#N/A,,
35548,Temperature sensor PT100 1/4’’ MAKE- VATTURKAR,NOS.,1023.44,#N/A,,
35547,Temperature transmitter PIC152 - Output : 4-20mA Make : SELEC,NOS.,3100,#N/A,,
18301,Tension washer 4 zink plated-580028,NO.,0,#N/A,,
11869,Terminal  Phoenix USLKG 2.5,NOS.,49.57,#N/A,,
33509,TERMINAL 240.0MM2 RBO 12-HC,NOS.,1313.25,#N/A,,
33511,TERMINAL BLOCK POTENTIAL DISTRIBUTORS X7-9 STD HV-CC E31278,NOS.,6.39,#N/A,,
5020,Terminal Connectwell CA702 End Clamp,NOS.,6.37,#N/A,,
22929,TERMINAL CONNECTWELL CAFL4U,NOS.,49.5,#N/A,,
5021,Terminal Connectwell CDL4U 0.5-4.0sq mm,NOS.,17.65,#N/A,,
2383,Terminal Connectwell CET4,NOS.,12,#N/A,,
2384,Terminal Connectwell CF4U,NOS.,30.218,#N/A,,
27253,Terminal Connectwell CF4UL WITH LED INDICATION SUITABLE FOR FUSE SIZE 5X20mm,NOS.,40.72,#N/A,,
15434,Terminal connectwell CKT4UD1,NOS.,38.07,#N/A,,
12538,TERMINAL CONNECTWELL CTS 95L,NO.,0,#N/A,,
899,Terminal Connectwell CTS EP2.5/4U End Cover                                                       ,NOS.,3.26,#N/A,,
5194,Terminal Connectwell CTS10UN 10.0sq mm,NOS.,9.89,#N/A,,
5022,Terminal Connectwell CTS2.5UN 0.5-2.5sq mm,NOS.,5.57,#N/A,,
7551,Terminal Connectwell CTS2.5UN Blue 0.5 - 2.5Sqmm,NOS.,5.92,#N/A,,
21618,Terminal Connectwell CTS2.5UNGN Green 0.5 - 2.5Sqm,NOS.,5.92,#N/A,,
21617,Terminal Connectwell CTS2.5UNY Yellow 0.5 - 2.5Sqmm,NOS.,5.92,#N/A,,
5052,Terminal Connectwell CTS25UN 6-25sq mm,NOS.,27.25,#N/A,,
2385,Terminal Connectwell CTS35UN                                                                        ,NOS.,36.94,#N/A,,
5835,Terminal Connectwell CTS50UN,NOS.,128.8,#N/A,,
8124,Terminal Connectwell CTS6UN 6.0Sqmm,NOS.,9.15,#N/A,,
3919,Terminal Connectwell CTS70L 250A,NOS.,133.07,#N/A,,
15435,Terminal connectwell End PLate EPCKT4U,NOS.,6,#N/A,,
5053,Terminal Connectwell EP25U End Cover for CTS25U,NOS.,9.11,#N/A,,
5024,Terminal Connectwell EP4P End Plate for CTS70L,NOS.,101.86,#N/A,,
5193,Terminal Connectwell EP6U/10 End Plate For CTS10UN,NOS.,3.77,#N/A,,
5025,Terminal Connectwell EPCDL4U End Plate for CDL4U,NOS.,5.62,#N/A,,
20500,TERMINAL CONNECTWELL PTB35/50SH,NOS.,132.6,#N/A,,
25117,Terminal cover extended Siemens 3VA9111-0WF30,NOS.,335.216,#N/A,,
2386,Terminal ELEMX KUT 35.0 Black                                                                       ,NOS.,33.02,#N/A,,
2387,Terminal ELEMX KUT 35.0 Yellow                                                                      ,NOS.,33.02,#N/A,,
2388,Terminal ELEMX KUT 6.0 Black                                                                        ,NOS.,8.46,#N/A,,
2389,Terminal ELMEX KPX                                                                                  ,NOS.,2.86,#N/A,,
2390,Terminal ELMEX KUT 16.0 Blue                                                                        ,NOS.,17.42,#N/A,,
2391,Terminal ELMEX KUT 16.0 Yellow                                                                      ,NOS.,17.42,#N/A,,
2392,Terminal ELMEX KUT 2.5 Black                                                                        ,NOS.,6.69,#N/A,,
2393,Terminal ELMEX KUT 2.5 Blue                                                                         ,NOS.,7.11,#N/A,,
2394,Terminal ELMEX KUT 2.5 Grey                                                                         ,NOS.,6.47,#N/A,,
2395,Terminal ELMEX KUT 2.5 Yellow                                                                       ,NOS.,6.92,#N/A,,
2396,Terminal ELMEX KUT 35.0 Blue                                                                        ,NOS.,33.02,#N/A,,
2397,Terminal ELMEX KUT 35.0 Red                                                                         ,NOS.,33.02,#N/A,,
2398,Terminal ELMEX KUT 4.0 Blue                                                                         ,NOS.,7.86,#N/A,,
2399,Terminal ELMEX KUT 4.0 Yellow                                                                       ,NOS.,7.86,#N/A,,
2400,Terminal ELMEX KUT 4.0Black                                                                         ,NOS.,7.46,#N/A,,
2401,Terminal ELMEX KUT 6.0 Blue                                                                         ,NOS.,8.46,#N/A,,
2402,Terminal ELMEX KUT 6.0 Red                                                                          ,NOS.,8.46,#N/A,,
2403,Terminal ELMEX KUT 6.0 Yellow                                                                       ,NOS.,8.46,#N/A,,
2404,Terminal ELMEX KUT-10 Black                                                                         ,NOS.,8.59,#N/A,,
2405,Terminal ELMEX KUT-10 BLUE                                                                          ,NOS.,8.46,#N/A,,
2406,Terminal ELMEX KUT-10 RED                                                                           ,NOS.,8.65,#N/A,,
2407,Terminal ELMEX KUT-10 Yellow                                                                        ,NOS.,8.48,#N/A,,
2408,Terminal ELMEX KUT-16 BLACK                                                                         ,NOS.,8.46,#N/A,,
2409,Terminal ELMEX KUT-16 Red                                                                           ,NOS.,8.46,#N/A,,
2410,Terminal ELMEX KUT2.5 Red                                                                           ,NOS.,6.76,#N/A,,
2411,Terminal ELMEX KUT25.0 BLACK                                                                        ,NOS.,30,#N/A,,
2412,Terminal ELMEX KUT25.0 RED                                                                          ,NOS.,6.89,#N/A,,
2413,Terminal ELMEX KUT4.0 Red                                                                           ,NOS.,7.86,#N/A,,
2414,Terminal ELMEX KUT-50 BLACK,NOS.,35,#N/A,,
2415,Terminal ELMEX KUT-50 RED,NOS.,35,#N/A,,
2416,Terminal ELMEX SCKN                                                                                 ,NOS.,5.86,#N/A,,
13924,Terminal End clamp PHOENIX E/NS 35 N 800886,NOS.,71,#N/A,,
2448,Terminal- End cover  PHOENIX  D-UK 4/10 3003020                                                             ,NOS.,10.978,#N/A,,
3716,Terminal End Plate KPNS,NOS.,3,#N/A,,
14274,Terminal End Plate PHOENIX D-RSC 6E_3214013,NOS.,4.87,#N/A,,
2417,Terminal End Plate WAGO 261-361                                                                     ,NOS.,5,#N/A,,
2419,Terminal ESSEN TPB15/06                                                                             ,NOS.,10,#N/A,,
2420,Terminal ESSEN TPB60/4                                                                              ,NOS.,53.97,#N/A,,
2421,Terminal ESSEN TPF6 White 12 Way                                                                    ,NOS.,54.356,#N/A,,
20130,Terminal for I/O module  Siemens 6ES7 193-4CB20-0AA0,NOS.,2000,#N/A,,
20129,Terminal for Power module  Siemens 6ES7 193-4CC20-0AA0,NOS.,2000,#N/A,,
21620,Terminal Marker CA509/K5 -1-10,NOS.,33.75,#N/A,,
21621,Terminal Marker CA509/K5 -11-20,NO.,0,#N/A,,
26587,Terminal Marker Elmex LABEL KN10  for 10mm 1 to 10  ,SET,4.73,#N/A,,
35317,Terminal Marker PHOENIX  ZB 8 3 CUS 0VAC,NOS.,20,#N/A,,
18638,TERMINAL MARKER PHOENIX 4-6 mm 61 TO 70,NO.,0,#N/A,,
18639,TERMINAL MARKER PHOENIX 4-6 mm 71 TO 80,NOS.,4.8,#N/A,,
14674,Terminal Marker PHOENIX 4-6mm 51 to 60,NOS.,4.8,#N/A,,
35303,"TERMINAL MARKER PHOENIX ZB 12,LGS:L1-N,PE",NOS.,23,#N/A,,
35316,"Terminal Marker Phoenix ZB 5,LGS:L1-N,PE",NOS.,19,#N/A,,
35315,"Terminal Marker Phoenix ZB 6 CUS 0VAC, 230VAC",NOS.,19,#N/A,,
2422,Terminal Marker PHOENIX ZB 6 LGS FORTL ZAHLEN 1-10,NOS.,9.1,#N/A,,
2423,Terminal Marker PHOENIX ZB 6 LGS:FORTL.ZAHLEN 11-20                                                             ,NOS.,5.075,#N/A,,
2424,Terminal Marker PHOENIX ZB 6 LGS:FORTL.ZAHLEN 21-30,NOS.,5.085,#N/A,,
5739,Terminal Marker PHOENIX ZB 6 LGS:FORTL.ZAHLEN 41-50,NOS.,4.465,#N/A,,
35300,"TERMINAL MARKER PHOENIX ZB 6,LGS:L1-N,PE",NOS.,19,#N/A,,
35318,Terminal Marker Phoenix ZB 8 3 CUS 230VAC,NOS.,20,#N/A,,
35299,"TERMINAL MARKER PHOENIX ZB10,LGS:L1-N,PE",NOS.,21,#N/A,,
9632,Terminal Marker PHOENIX ZB5 LGS 51 To 60,NO.,7.17,#N/A,,
2425,Terminal Marker PHOENIX ZB6 LGS:FORTL.ZAHLEN 31-40                                                               ,NOS.,4.45,#N/A,,
15797,Terminal markers as per doc 8109-CS-TM,SET,0,#N/A,,
2454,Terminal PHOENIX  UK 2.5 B  3001035 Gray                                                                           ,NOS.,12.92,#N/A,,
2430,Terminal PHOENIX ATP-UKK 3/5 Gray for UKK5                                                                          ,NOS.,23.36,#N/A,,
33575,TERMINAL PHOENIX CLIPFIX 35.5 (3032350) KPSW PN-6303045,,47.332,#N/A,,
33577,TERMINAL PHOENIX DP-PTRV 4 (3270163),NOS.,170,#N/A,,
33581,TERMINAL PHOENIX D-PTRV 4 WH(3270151) KPSW PN-539367,,74.221,#N/A,,
33576,TERMINAL PHOENIX D-ST 2.5-TWIN (3030488),NOS.,8.58,#N/A,,
2446,Terminal PHOENIX D-UK 2.5  3001022 Gray                                                                 ,NOS.,8.435,#N/A,,
2449,Terminal PHOENIX D-UKK 3/5 Gray for UKK 5                                                                          ,NOS.,15.669,#N/A,,
25534,Terminal PHOENIX End cover D-UKKB 3/5 2771023 Gray for UKKB 5,NOS.,36.78,#N/A,,
12553,Terminal Phoenix fixed Bridge Bar FBI 10-6 203250,NOS.,60.526,#N/A,,
12010,Terminal PHOENIX Ground Block 2.5(4)mm² USLKG 3  441083 Green-Yellow,NOS.,342.212,#N/A,,
33037,TERMINAL PHOENIX MSTB 2.5/10-ST- 5.08,NOS.,221.129,#N/A,,
5187,TERMINAL PHOENIX MSTB 2.5/12-ST- 5.08,NOS.,161.652,#N/A,,
2451,TERMINAL PHOENIX MSTB 2.5/2-ST- 5.08                                 ,NOS.,21.742,#N/A,,
2431,TERMINAL PHOENIX MSTB 2.5/3-ST-5.08                                   ,NOS.,23.641,#N/A,,
2432,TERMINAL PHOENIX MSTB 2.5/4-ST-5.08,NOS.,29.373,#N/A,,
2433,TERMINAL PHOENIX MSTB 2.5/5-ST-5.08            ,NOS.,75.444,#N/A,,
2434,TERMINAL PHOENIX MSTB 2.5/6-ST-5.08,NOS.,71.037,#N/A,,
5014,TERMINAL PHOENIX MSTB 2.5/7-ST-5.08 (MPN-1757064),NOS.,102.518,#N/A,,
2452,TERMINAL PHOENIX MSTB 2.5/8-ST-5.08 (MPN-1757077)                                                         ,NOS.,135.44,#N/A,,
33573,TERMINAL PHOENIX PT 2.5-TWIN (3209549),NOS.,28,#N/A,,
33574,TERMINAL PHOENIX PT 2.5-TWIN-PE(3209565),NOS.,155.29,#N/A,,
33580,TERMINAL PHOENIX PTRVB 4-PV /BK(3270157),NOS.,976,#N/A,,
33579,TERMINAL PHOENIX PTRVB 4-PV /BU(3270223),NOS.,547.176,#N/A,,
33578,TERMINAL PHOENIX PTRVB 4-PV /RD(3270222),NOS.,571.08,#N/A,,
13923,Terminal PHOENIX RBO 6 E                         ,NOS.,35.812,#N/A,,
24145,Terminal Phoenix UDK 4-MTK-P/P-2775210 Knife disconnect type for CT,NOS.,89.405,#N/A,,
15878,Terminal PHOENIX UHV 50-AS/AS,NOS.,136.45,#N/A,,
11979,Terminal PHOENIX UHV95 - AS/AS/ UWV95/S,NOS.,302,#N/A,,
2435,Terminal PHOENIX UIK 16 MPN-3006153                                                                             ,NOS.,32.776,#N/A,,
2453,Terminal PHOENIX UIK 35-3006182                                                                             ,NOS.,90.96,#N/A,,
2464,Thermister PTC Adaptor Type 60Deg 230V Ac,NOS.,150,#N/A,,
22905,Thermistor PTC Insta Controls 100 deg C Single,NO.,0,#N/A,,
7579,Thermometer -15 - +50Deg C CE Marked,NOS.,400,#N/A,,
31383,Thermometer Dial For PKTR Monitoring Device: K31-7,NOS.,4294.21,#N/A,,
25853,Thermometer dial type 0-120 deg  02 NO  model 1071,NOS.,1400,#N/A,,
3626,Thermometer Dial Type 0-120Deg 1NO+1NC Model 1071 Drg3177/R4,NOS.,1300,#N/A,,
11910,Thermometer Dial Type Precimeasure 0-120Deg 2NC Model 1071,NOS.,1400,#N/A,,
27318,Thermometer Dial Type Precimeasure 0-120Deg 2NC+2NO Model no. 1071,NOS.,3260,#N/A,,
30307,Thermometer for pulsekraft  K31-7,NOS.,3630.61,#N/A,,
3158,Thermometer Pocket 105-19,NOS.,92,#N/A,,
3162,Thermometer Pocket and Cap 105-25,NOS.,90,#N/A,,
28998,THERMOMETER POCKET FOR DIAL TYPE THERMOMETER AS PER DWG NO: H-STD-105-262,NOS.,93,#N/A,,
28997,THERMOMETER POCKET WITH CAP AS PER DWG NO: H-STD-105-261,NOS.,44.153,#N/A,,
26002,Thermometer RS Part Number 555392  37dec to 65dec,NOS.,175,#N/A,,
23470,Thermometer RS Part Number 555409 71dec to 110de,NOS.,175.4,#N/A,,
23469,Thermometer RS Part Number 906-4609 50dec to 100deg,NOS.,135,#N/A,,
33255,THERMOSTAT  TYPE: JUC -1M  60 DEGREE C NC  MAKE:KES KRAFT DWG. NO. E900709 -1,NOS.,618.358,#N/A,,
32938,THERMOSTAT  TYPE: JUC -1M  80 DEGREE C THERMOSTAT  TYPE: JUC -1M  80 DEGREE C NO  MAKE:KES KRAFT DWG. NO. E900709 -1 SUPPLIER:THERMAX,NOS.,318.934,#N/A,,
33474,Thermostat (NO) for Fan TERMOSTAT 2455 R-F 60C SLUT V 531924,NOS.,2052.42,#N/A,,
31025,Thermostat 2455 R-F 60C NO  2455 R-F 60C NO 531924,NOS.,682.48,#N/A,,
21017,Thermostat 57F095 95C Slut  part code - 536545,NO.,0,#N/A,,
32249,Thermostat 90NC 531539,NOS.,2095.345,#N/A,,
24592,Thermostat Pfannenber FLZ 520 Part No-171-1110-0010,NOS.,795,#N/A,,
22266,THERMOSTAT(B5): TYPE: JUC - 1M: 90 DEGREE C: NC : MAKE:KES  M.OC 220006-15,NOS.,324.573,#N/A,,
29716,THERMOSTATER+LEVEL SWITCH  PART 420833  90 /100 DEGREE C  KRAFT DWG. NO. E900709 -1  M.OC 220006-15,NOS.,37205.43,#N/A,,
18675,THINNER 221 FOR VARNISH B-6-665  MAKE ELANTAS,KG.,380.14,#N/A,,
18687,THINNER 31 J,KG.,295,#N/A,,
14039,Thinner fir G- Coat,LTR,110,#N/A,,
2682,Thinner for Varnish 234  ALTANA BECK 20KG,NO.,0,#N/A,,
2470,Thinner GP                                                                             ,LTR,120,#N/A,,
2471,Thinner NC,LTR,88,#N/A,,
5355,Thinner P U,LTR,120,#N/A,,
1323,Thread sealent  Loctite 577 (50ml)                                                                         ,NOS.,710,#N/A,,
27781,Three station PLT Right to Left as per specification ENO7968PLTS00,SET,1000000,#N/A,,
3004,Throttel valve for Radiator ATVUS  CS 80E With Plain Flange,NOS.,360,#N/A,,
32737,THYRISTOR MODEL: MTX 400 / 1600: 400A /1600V   Sink    KRAFT DRAWING# E900709 -3: T E900709 + RC Unit + Heat Sink,NOS.,79539.72,#N/A,,
33853,"Thyristor MTX 200/1600, Fan +Sink DT200A P/N 2123 X BL + AY -125*200, Assembly Plate 295*180 T-2mm, RC (resistor capacitor) RX20/CJ41, 10W/51 Ohm, 0.1µF,630V",NOS.,41221.25,#N/A,,
27876,THYRISTOR UNIT- MODEL: MTX 200 / 1600: 200A /1600V: (TECHSEM) (TECHSEM,NOS.,12324.26,#N/A,,
20305,Tie Rod M.S M10 1000  8.8 Blue passivated_0959010,NOS.,172.008,#N/A,,
20306,Tie Rod M.S M10 2000  8.8 Blue passivated_1908202210,NOS.,85,#N/A,,
20307,Tie Rod M.S M12 1000  8.8 Blue passivated_0959012,NOS.,160.625,#N/A,,
20308,Tie Rod M.S M12 110  8.8 Blue passivated_0959012110,NOS.,28,#N/A,,
20309,Tie Rod M.S M16 1000  8.8 Blue passivated_0959016,NOS.,376.059,#N/A,,
20310,Tie Rod M.S M20 1000  8.8 Blue passivated_0959020,NOS.,481.65,#N/A,,
20311,Tie Rod M.S M8 1000  8.8 Blue passivated_0959008,NOS.,100.099,#N/A,,
2475,Tie Rod MS 8x1000mm                                                                                 ,NOS.,35,#N/A,,
2472,Tie Rod MS M10x1000 mm                                                                               ,NOS.,45,#N/A,,
2473,Tie Rod MS M12x1000 mm                                                                               ,NOS.,55,#N/A,,
2474,Tie Rod MS M16x1000 mm                                                                               ,NOS.,108.26,#N/A,,
7826,Tie Rod MS M20x1000,NOS.,201.6,#N/A,,
29411,Tie Rod MS M24x1000 with Hardning,NOS.,750,#N/A,,
2476,Tie Rod SS 10x1000 mm                                                                               ,NOS.,190,#N/A,,
3703,Tie Rod SS 12x1000 mm                             ,NOS.,225,#N/A,,
2477,Tie Rod SS 16x1000 mm                                                                               ,NOS.,465,#N/A,,
2478,Tie Rod SS 6x1000mm                                                                                 ,NOS.,79.67,#N/A,,
2479,Tie Rod SS 8x1000 mm                                                                                ,NOS.,108,#N/A,,
27589,Time Delay TEF4-ON 1-3S  Part No. 537860,NOS.,3573.34,#N/A,,
22096,Time delay unit SCHNEIDER LAD-TO 1 Sec. - 535653,NOS.,9584.243,#N/A,,
2481,Timer EAPL A1D1                                                                                          ,NO.,0,#N/A,,
2482,Timer EAPL A1D1-X                                                                                        ,NO.,0,#N/A,,
23038,Timer EAPL A1DA Signal OFF delay timer.,NO.,0,#N/A,,
2483,Timer EAPL B1DCA-T                                                                                    ,NOS.,1525.96,#N/A,,
2484,Timer EAPL B1DCA-X                                                                                    ,NOS.,1320.56,#N/A,,
